,created_at,user_id,username,tweet,english
193,2021-02-19 13:15:21 SE Asia Standard Time,1353914524919767041,unbanome,AKUN 1  @ometvgdrive PROMO TERBATAS UNTUK HARI INI  HARGA 20K SUDAH DAPAT BUKA BANNED(BLOKIR)+BANTU LOGIN+TIPS BIAR DAPAT CEWEK MINAT? WA : 082192917032  TRANSAKSI VIA PULSA TELKOMSEL/OVO/ATM #ometv  #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka  https://t.co/wmEJcPEsCJ,ACCOUNTS 1 @ometvgdrive LIMITED PROMO PRICE FOR TODAY IS ABLE TO OPEN BANNED 20K (Block) + + TIPS BIAR LOGIN HELP GIRLS CAN INTEREST? WA: 082192917032 TRANSACTION VIA PULS TELKOMSEL / OVO / ATM #ometv #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka https://t.co/wmEJcPEsCJ
194,2021-02-19 11:42:52 SE Asia Standard Time,1843596367,fvckboifred,"@Telkomsel halo tsel, td aku beli paket ketengan belajar 5gb harga 5000. Mau buat pakai zoom, lah kok malah pulsa saya yg habis. Bukan paket yg berkurang, pulsa tinggal 6500 lgsg habis.  Kan harusnya paket yg berkurang bukan pulsa","@Telkomsel halo TSEL, td I buy ketengan learn 5GB package price for disposable zooming 5000. Mau, my pulse was why even consumables. Not packets decreases, pulse lived 6500 lgsg exhausted. Kan diminishing the package should not pulse"
195,2021-02-19 11:26:20 SE Asia Standard Time,633578608,ylicntk,@Telkomsel bener bener ya sinyal lu kebangetan. Download 52mb doang sampe sejam. HARGA KUOTA LU MAHAL BOS TAPI SINYAL KEK BEGINI GIMANA GA EMOSI,Ko Ko yes @Telkomsel kebangetan lu signal. Download 52MB doang until an hour. PRICE QUOTAS LU BOS EXPENSIVE BUT THIS SIGNAL KEK how GA EMOTIONS
196,2021-02-19 10:03:27 SE Asia Standard Time,1266878682972315648,wberryka,"@Cintamiii_ Terima kasih threadnya kak  Mohon izin ya🙏 Helloow yang need kuota isi ulang bisa order di wberryka, harga murah under aplikasi✨ Ready kuota Telkomsel, Indosat, smartfren, xl, tri dan axis.  PL bisa cek  https://t.co/oPG3Ljvvj2  FREEDOM INET 50GB 75K FREEDOM UNLIMITED 60GB 103K  https://t.co/GBvFNplaz7","@Cintamiii_ Thanks threadnya kak Kindly permit quota ya🙏 Helloow who need to order refills in wberryka, low prices under quota Ready aplikasi✨ Telkomsel, Indosat, smartfren, xl, tri and axis. PL can check INET https://t.co/oPG3Ljvvj2 FREEDOM FREEDOM UNLIMITED 60GB 50GB 75K 103K https://t.co/GBvFNplaz7"
197,2021-02-19 09:53:41 SE Asia Standard Time,900592404,hael251281,@Telkomsel Sinyal o sinyalll. Kualitas ga sebanding dgn harga nya,O Signal @Telkomsel sinyalll. Ga quality comparable with its price
198,2021-02-19 07:05:09 SE Asia Standard Time,1936825603,meisyrizkty,@Telkomsel harga mahal jaringan makin buruk.,@Telkomsel expensive prices worsened network.
199,2021-02-19 07:03:47 SE Asia Standard Time,3316865436,yrr1995,"@txtdrberseragam Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/8bG6NuwLIw","@txtdrberseragam Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/8bG6NuwLIw"
200,2021-02-19 07:02:58 SE Asia Standard Time,3316865436,yrr1995,"@tanyainrl Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/JanRGeyO4n","@tanyainrl Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/JanRGeyO4n"
201,2021-02-19 02:55:09 SE Asia Standard Time,977001711414886400,argags_,@Telkomsel apa tidak malu penggunanya selalu ngeluh jaringan lemot dengan harga yg mahal? Atau cuek yg penting dapet uang? Kalo bukan karena nomor lama pasti udah ganti provider lain,@Telkomsel what its shame not always complaining of slow network with a certain price expensive? Or ignore important that get money? If not for the old number must already replace other providers
202,2021-02-19 02:36:16 SE Asia Standard Time,1267147855728242689,ctofficialstore,PAKET KUOTA TELKOMSEL HARGA TERJANGKAU. DM UNTUK PRICELIST!,QUOTAS PACKAGE TELKOMSEL AFFORDABLE PRICE. DM FOR pricelist!
203,2021-02-19 00:56:34 SE Asia Standard Time,1362406255415881732,gusnaidiilham1,@Telkomsel Min kenapa belakang kartu Telkomsel ni jaringan ya  jelek kali Harga ya aja mahal kualitas jelek  Mau top up lewat pulsa pun GK bisa,Min @Telkomsel why the back of the card Telkomsel network ni ya ya ugly times the price just expensive poor quality Wants to top up through any toll could GK
204,2021-02-18 21:51:18 SE Asia Standard Time,775916312,yousee_fauzi,"Operator seluler, pandai manfaatkan kebutuhan kolaps konsumen.  Pakai smartfren, harga naek, kuota harian turun, jatah hari dipendekin.  Ada telkomsel, mahal, jarang ada pilihan unlimited, kuota dipecah pecah, sering lemot. Dilema, butuh tapi golongan tipis dana  🤔","Mobile operators, clever advantage of the needs of the consumer collapse. Wear smartfren, naek price, fell the daily quota, quota dipendekin day. There Telkomsel, expensive, rare unlimited choice, quotas broken burst, often slow. Dilemma, it took but a thin group of funds 🤔"
205,2021-02-18 21:08:29 SE Asia Standard Time,3316865436,yrr1995,"@JESYGMARK99 Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/e09kIfnyZN","@ JESYGMARK99 Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/e09kIfnyZN"
206,2021-02-18 20:59:42 SE Asia Standard Time,1855971846,sl1verstvne,2021 sinyal makin gaada harga dirinya ya @Telkomsel,2021 more signal Gaada esteem yes @Telkomsel
207,2021-02-18 20:58:38 SE Asia Standard Time,3316865436,yrr1995,"@handokotjung Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/mthzprHRj0","@handokotjung Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/mthzprHRj0"
208,2021-02-18 20:56:45 SE Asia Standard Time,3316865436,yrr1995,"@kittiyoomgie Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/4sPMqHsPKr","@kittiyoomgie Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/4sPMqHsPKr"
209,2021-02-18 20:54:46 SE Asia Standard Time,3316865436,yrr1995,"@tokopedisa Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/gM4b8SFNsg","@tokopedisa Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/gM4b8SFNsg"
210,2021-02-18 20:53:09 SE Asia Standard Time,3316865436,yrr1995,"@pantungalimar Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/EKSljLKWmP","@pantungalimar Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/EKSljLKWmP"
211,2021-02-18 20:51:02 SE Asia Standard Time,3316865436,yrr1995,"@pantungalimar Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/fa6OopDrln","@pantungalimar Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/fa6OopDrln"
212,2021-02-18 20:38:24 SE Asia Standard Time,3316865436,yrr1995,"@AREAJULID Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/HAMQjh5PqL","@AREAJULID Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/HAMQjh5PqL"
213,2021-02-18 20:36:39 SE Asia Standard Time,3316865436,yrr1995,"@indostruggles Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/ro2YHqvShB","@indostruggles Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/ro2YHqvShB"
214,2021-02-18 20:36:24 SE Asia Standard Time,3316865436,yrr1995,"@txtdarionlshop Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/7q84hThmmw","@txtdarionlshop Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/7q84hThmmw"
215,2021-02-18 19:59:18 SE Asia Standard Time,1850402544,systasyahban12,"@bobocacay @HanaY_06 Iya harusnya waktu Telkomsel nentuin harga penjualan, Telkomsel juga mikirin keuntungan apa aja yg didpt usernya, Mereka mikirin ga ya, gmana dg harga segitu user ttp bisa nikmatin kecepatan internet mskipun ujan,badai mati lampu 😟","@bobocacay @ HanaY_06 Iya should Telkomsel nentuin time of sale price, Telkomsel also thinking about any kind of advantage that didpt usernya, They mikirin ga ya, that price dg gmana ttp user can nikmatin ujan mskipun internet speed, storm off the lights 😟"
216,2021-02-18 18:10:37 SE Asia Standard Time,1012365692224487425,bobaayyy,Telkomsel kalau habis hujan pasti sinyalnya ilang. Padahal harga paketan selalu naik. Elah,Telkomsel if you run out of rain certainly ilang signal. Though paketan prices always go up. excuse
217,2021-02-18 17:59:03 SE Asia Standard Time,623996769,sunnyshine28,@PamerSale_ Telkomsel perasaan ga ada yg 10k deh adanya pulsa 15k  Tp kok orang2 pada bisa beli harga 11k :(,Telkomsel @PamerSale_ feeling deh ga ada yg their 10k 15k pulses Tp can buy really orang2 at 11k price :(
218,2021-02-18 14:48:42 SE Asia Standard Time,1240180897153859584,negeripamansam,"jual pulsa kuota all operator murah,harga bisa dm ya😁,atau kalo mau tanya tanya juga boleh😁 t.jual kuota pulsa all operator murah isat tsel telkomsel simpati xl axis #zonauang #zonajajan #zonabu","selling pulses all operator's quota, the price can be dm ya😁, or if you want to ask question and also boleh😁 t.jual's quota of pulses all operator Telkomsel isat TSEL sympathy xl axis #zonauang #zonajajan #zonabu"
219,2021-02-18 14:23:17 SE Asia Standard Time,540794071,menanggbanyak_,"Halo @Telkomsel tolong lah sms gini di urus, ganggu banget astagfirullah. Udh harga mahal banyak sms gajelas gini lagi. Kalo gini terus mending pindah provider lain aj  https://t.co/DWRj9aNX9M","Hello @Telkomsel please lah sms gini in care, really bother Astagfirullah. UDH expensive price many sms gajelas this again. Kalo gini continue mending move other providers aj https://t.co/DWRj9aNX9M"
220,2021-02-18 14:18:26 SE Asia Standard Time,3316865436,yrr1995,"@lerkvd Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/srzMRHh74u","@lerkvd Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/srzMRHh74u"
221,2021-02-18 13:43:23 SE Asia Standard Time,192163916,yeageristcorps,"Telkomsel error lagi ya? Napa sih sinyal udah susah, harga juga gede, sering erorr 🤦🏻  Diluar udah 5G disini 4G aja ngeden sampe nangis 😤","Telkomsel error again huh? Napa does signaling already hard, the price is also big, often erorr 🤦🏻 Out here already 5G 4G wrote ngeden until cry 😤"
222,2021-02-18 11:15:28 SE Asia Standard Time,3316865436,yrr1995,"@kopistarbak_ Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/P9n3Zzd45T","@kopistarbak_ Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/P9n3Zzd45T"
223,2021-02-18 11:00:22 SE Asia Standard Time,1353914965011271680,unbannedome1,AKUN 1  @ometvgdrive PROMO TERBATAS UNTUK HARI INI  HARGA 20K SUDAH DAPAT BUKA BANNED(BLOKIR)+BANTU LOGIN+TIPS BIAR DAPAT CEWEK MINAT? WA : 082192917032  TRANSAKSI VIA PULSA TELKOMSEL/OVO/ATM #ometv  #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka  https://t.co/rRCKh0dXfI,ACCOUNTS 1 @ometvgdrive LIMITED PROMO PRICE FOR TODAY IS ABLE TO OPEN BANNED 20K (Block) + + TIPS BIAR LOGIN HELP GIRLS CAN INTEREST? WA: 082192917032 TRANSACTION VIA PULS TELKOMSEL / OVO / ATM #ometv #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka https://t.co/rRCKh0dXfI
224,2021-02-18 10:56:50 SE Asia Standard Time,1353056426462089220,unbaome15,AKUN 1  @ometvgdrive PROMO TERBATAS UNTUK HARI INI  HARGA 20K SUDAH DAPAT BUKA BANNED(BLOKIR)+BANTU LOGIN+TIPS BIAR DAPAT CEWEK MINAT? WA : 082192917032  TRANSAKSI VIA PULSA TELKOMSEL/OVO/ATM #ometv  #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka  https://t.co/zznLyvs9Vb,ACCOUNTS 1 @ometvgdrive LIMITED PROMO PRICE FOR TODAY IS ABLE TO OPEN BANNED 20K (Block) + + TIPS BIAR LOGIN HELP GIRLS CAN INTEREST? WA: 082192917032 TRANSACTION VIA PULS TELKOMSEL / OVO / ATM #ometv #chatalternative #camsurf #unbannedometv #unbanome #bukablokirome #chatruletka https://t.co/zznLyvs9Vb
225,2021-02-18 10:55:25 SE Asia Standard Time,1290651981741281281,unbanome08,AKUN 1 @ometvgdrive BAYAR SEKALI DIPAKAI SELAMANYA! HARGA 20K HARI INI BUKA 5 SLOT SAJA UNTUK BUKA BANNED(BLOKIR)+BANTU LOGIN+ TIPS BIAR DAPAT CEWEK MINAT? WA:082192917032  TRANSAKSI VIA PULSA TELKOMSEL/OVO/ATM #ometv #chatruletka #chatalternative #chatalternative #unbannedometv  https://t.co/L1d1iYteQj,1 @ometvgdrive PAY ACCOUNTS USED ONCE FOREVER! 20K PRICE TODAY ONLY OPEN TO OPEN SLOT 5 BANNED (Block) + + TIPS BIAR LOGIN HELP GIRLS CAN INTEREST? WA: 082192917032 TRANSACTION VIA PULS TELKOMSEL / OVO / ATM #ometv #chatruletka #chatalternative #chatalternative #unbannedometv https://t.co/L1d1iYteQj
226,2021-02-18 10:14:47 SE Asia Standard Time,1362237261450858504,fabdav7,@Telkomsel  @_erickthohir  @erickthohir  RIP TELKOMSEL jaringan paling buruk dan paling mahal se indonesia Melakukan pembohongan publik dengan harga mahal jaringan internet buruk,@Telkomsel @_erickthohir @erickthohir RIP network TELKOMSEL worst and most expensive se Indonesia Conducting public deception at high prices bad Internet network
227,2021-02-18 07:28:48 SE Asia Standard Time,1258765600429502464,seenayan,cari diskon pulsa atau promo kuota murah? yuk bayar 80 - 88% dari nominal atau harga aplikasi!  khusus provider telkomsel sama indosat ya!  #zonauang #zonaba #zonabu t. shopee tokopedia ovo gopay dana blibli lazada,find discounts or promos quotas's pulse? yuk pay 80-88% of the nominal price of the app! Telkomsel same specialty provider Indosat yes! #zonauang #zonaba #zonabu t. shopee Tokopedia ovo gopay Blibli funds lazada
228,2021-02-18 06:11:57 SE Asia Standard Time,3316865436,yrr1995,"@txtdrpemerintah Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/izf56vuSCV","@txtdrpemerintah Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/izf56vuSCV"
229,2021-02-18 06:11:24 SE Asia Standard Time,3316865436,yrr1995,"@txtdarionlshop Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/NAx3jB08OZ","@txtdarionlshop Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/NAx3jB08OZ"
230,2021-02-18 06:10:43 SE Asia Standard Time,3316865436,yrr1995,"@AREAJULID Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/SXJYwOqdEz","@AREAJULID Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/SXJYwOqdEz"
231,2021-02-17 23:03:04 SE Asia Standard Time,3316865436,yrr1995,"@eccedentsiaast Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/slRCAIEqib","@eccedentsiaast Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/slRCAIEqib"
232,2021-02-17 21:41:24 SE Asia Standard Time,44310375,sischa_apryanti,Baru 3thn ke blkang  BBM 1 harga di Asmat. Baru 2 tahun lalu listrik masuk di salah 1 distrik d Asmat. Apakah klian prnh dgr org papua koar2? Engga! Dn skrng @Telkomsel Baru 4 bln jaringan 4G di asmat keren. Eeh udh ngawur lagi?! Mau denger org asmat koar2? Maaf. mrk tdk dmikian,3y to fuel new blkang 1 prices in Asmat. New 2 years ago electricity came in one 1 d Asmat district. Do Klian prnh DGR Papua koar2 org? No! Dn 4 bln skrng New @Telkomsel 4G network in asmat cool. UDH eeh inconsequential again ?! Want to hear org asmat koar2? Sorry. mrk morbidly dmikian
233,2021-02-17 21:11:01 SE Asia Standard Time,3316865436,yrr1995,"@cacamaricahyhy_ Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/sl2xe1iMuK","@cacamaricahyhy_ Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/sl2xe1iMuK"
234,2021-02-17 21:06:25 SE Asia Standard Time,1267147855728242689,ctofficialstore,PAKET KUOTA TELKOMSEL HARGA TERJANGKAU. DM UNTUK PRICELIST!,QUOTAS PACKAGE TELKOMSEL AFFORDABLE PRICE. DM FOR pricelist!
235,2021-02-17 20:12:55 SE Asia Standard Time,3316865436,yrr1995,"@subtanyarl Permisi, izin promosi yaa? anak mama.. nonjok baja.. beli pulsa..? di sini aja. 😊   📲 OPEN ORDER Telkomsel, IM3 Ooredoo(Indosat) XL, Axis,Tri, Smartfren, Token PLN dll. ✅Fast respon ✅Trusted Payment: 💳BRI ➡OVO 🆙Cek harga dibawah 📲Contact: 0821 5468 28 22  https://t.co/asgiNRo5cD","@subtanyarl Excuse me, clearance sale yaa? mama's boy .. .. buy steel nonjok pulse ..? Here, please. 😊 📲 OPEN ORDER Telkomsel, IM3 Ooredoo (Indosat) XL, Axis, Tri, Smartfren, Token PLN etc. ✅Fast ✅Trusted response Payment: 💳BRI ➡OVO 🆙Cek 📲Contact price below: 0821 5468 28 22 https://t.co/asgiNRo5cD"
